Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
4,"D Precioso, D Gómez-Ullate","NILM as a regression versus classification problem: the importance of thresholding",2020,"arXiv preprint arXiv:2010.16050","arxiv.org","https://arxiv.org/abs/2010.16050","https://scholar.google.com/scholar?cites=11118669413539976080&as_sdt=2005&sciodt=2007&hl=en",397,"2022-05-04 15:31:42","","","","",,,,,4,2.00,2,2,2,"… Nilmtk: an open source toolkit for non-intrusive load monitoring. In Proceedings of the 5th … Dataport and nilmtk: A building data set designed for non-intrusive load monitoring. 12 2015…","https://arxiv.org/pdf/2010.16050","https://scholar.google.com/scholar?q=related:kBMNIexyTZoJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
1,"M Kaselimi, A Voulodimos, N Doulamis, ...","A Robust to Noise Adversarial Recurrent Model for Non-Intrusive Load Monitoring",2021,"ICASSP 2021-2021 …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9413663/","https://scholar.google.com/scholar?cites=5437931069341902538&as_sdt=2005&sciodt=2007&hl=en",398,"2022-05-04 15:31:42","","","","",,,,,1,1.00,0,4,1,"The problem of separating the household aggregated power signal into its additive sub-components, called energy (power) disaggregation or Non-Intrusive Load Monitoring (NILM) can …","","https://scholar.google.com/scholar?q=related:yiYvBX9pd0sJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
13,"B Huang, M Knox, K Bradbury, ...","Non-intrusive load monitoring system performance over a range of low frequency sampling rates",2017,"2017 IEEE 6th …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8191111/","https://scholar.google.com/scholar?cites=16451557467784591282&as_sdt=2005&sciodt=2007&hl=en",399,"2022-05-04 15:31:42","","","","",,,,,13,2.60,3,4,5,"Non-intrusive load monitoring (NILM) systems estimate the amount of energy each appliance consumes using as input the aggregate building energy consumption. Typically, NILM …","","https://scholar.google.com/scholar?q=related:src5VVqsT-QJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
0,"ВЕ Большев","Проблемы кибер-безопасности в интеллектуальных электрических сетях и системах измерения",2019,"Агротехника и энергообеспечение","cyberleninka.ru","https://cyberleninka.ru/article/n/problemy-kiber-bezopasnosti-v-intellektualnyh-elektricheskih-setyah-i-sistemah-izmereniya","",400,"2022-05-04 15:31:42","HTML","","","",,,,,0,0.00,0,1,3,"… Srivastava, Nilmtk. An open source toolkit for nonintrusive load monitoring // In 5th International Conf. on Future Energy Systems (ACM e-Energy), 2014, Cambridge, UK. …","https://cyberleninka.ru/article/n/problemy-kiber-bezopasnosti-v-intellektualnyh-elektricheskih-setyah-i-sistemah-izmereniya","https://scholar.google.com/scholar?q=related:QsiDm6aT9RAJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
0,"M Kaselimi, A Voulodimos, N Doulamis, A Doulamis, ...","A Generative Adversarial Gated Recurrent Network for Power Disaggregation & Consumption Awareness",,"s3.us-east-1.amazonaws.com","","https://s3.us-east-1.amazonaws.com/climate-change-ai/papers/neurips2020/71/paper.pdf","",401,"2022-05-04 15:31:42","PDF","","","",,,,,0,0.00,0,5,,"Separating the household aggregated power signal into its additive sub-components is called energy (power) disaggregation or Non-Intrusive Load Monitoring. NILM can play an …","https://s3.us-east-1.amazonaws.com/climate-change-ai/papers/neurips2020/71/paper.pdf","https://scholar.google.com/scholar?q=related:e2PJMUWO_4IJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
3,"S Paresh, NK Thokala, A Majumdar, ...","Multi-label auto-encoder based electrical load disaggregation",2020,"… Joint Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9207138/","https://scholar.google.com/scholar?cites=13947215941786550450&as_sdt=2005&sciodt=2007&hl=en",402,"2022-05-04 15:31:42","","","","",,,,,3,1.50,1,4,2,"… NILMTK: an open source toolkit for non-intrusive load monitoring. Proceedings of the 5th international conference on Future energy systems, 2014/6/11, 265-276. [16] C. …","https://www.researchgate.net/profile/Naveen-Kumar-Thokala/publication/347019903_Multi-Label_Auto-Encoder_based_Electrical_Load_Disaggregation/links/6017bc4845851517ef2eaeaf/Multi-Label-Auto-Encoder-based-Electrical-Load-Disaggregation.pdf","https://scholar.google.com/scholar?q=related:skDa5wB3jsEJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
14,"P Arjunan, M Srivastava, A Singh, P Singh","Openban: An open building analytics middleware for smart buildings",2015,"proceedings of the 12th EAI …","dl.acm.org","https://dl.acm.org/doi/abs/10.4108/eai.22-7-2015.2260256","https://scholar.google.com/scholar?cites=2392487771067122210&as_sdt=2005&sciodt=2007&hl=en",403,"2022-05-04 15:31:42","","10.4108/eai.22-7-2015.2260256","","",,,,,14,2.00,4,4,7,"Towards the realization of smart building applications, buildings are increasingly instrumented with diverse sensors and actuators. These sensors generate large volumes of data which …","https://dl.acm.org/doi/pdf/10.4108/eai.22-7-2015.2260256","https://scholar.google.com/scholar?q=related:IgLsq_PSMyEJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
0,"S Mostafavi","Minimally Supervised Low-Frequency Methods for Monitoring Major Energy Consumers in Buildings",2019,"","search.proquest.com","https://search.proquest.com/openview/5106e5f25b76a2eaf9adb969b1ac3915/1?pq-origsite=gscholar&cbl=18750&diss=y","",404,"2022-05-04 15:31:42","","","","",,,,,0,0.00,0,1,3,"Buildings consume approximately 40% of global primary energy. Almost a fifth of this consumption arises from faulty or poorly operated systems. Monitoring the state of such systems …","","https://scholar.google.com/scholar?q=related:tYiU9GA-cw4J:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
32,"Y Himeur, A Alsalemi, F Bensaali, A Amira","Building power consumption datasets: Survey, taxonomy and future directions",2020,"Energy and Buildings","Elsevier","https://www.sciencedirect.com/science/article/pii/S037877882030815X","https://scholar.google.com/scholar?cites=9624762999602600086&as_sdt=2005&sciodt=2007&hl=en",405,"2022-05-04 15:31:42","HTML","","","",,,,,32,16.00,8,4,2,"In the last decade, extended efforts have been poured into energy efficiency. Several energy consumption datasets were henceforth published, with each dataset varying in properties, …","https://www.sciencedirect.com/science/article/pii/S037877882030815X","https://scholar.google.com/scholar?q=related:ltiiNvQGkoUJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
0,"WAT Wickramarachchi, PH Panawenna, ...","Non-Intrusive Load Monitoring for High Power Consuming Appliances using Neural Networks",2021,"… on Electrical, Control …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9664681/","",406,"2022-05-04 15:31:42","","","","",,,,,0,0.00,0,3,1,"The topic of Energy Conservation requires urgent attention worldwide to avoid the impending energy crisis and reduce the impact on the environment through emissions. A crucial step …","","https://scholar.google.com/scholar?q=related:JWx38CsAs0AJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
2,"K Baker, K Garifi","Power signature obfuscation using flexible building loads",2018,"International Workshop on Non-Intrusive Load …","kyrib.com","http://www.kyrib.com/Papers/NILM2018.pdf","https://scholar.google.com/scholar?cites=9640992830162351185&as_sdt=2005&sciodt=2007&hl=en",407,"2022-05-04 15:31:42","PDF","","","",,,,,2,0.50,1,2,4,"This work provides a indication of the potential of using intelligent load shifting to increase the privacy of building occupants. Unwanted interception of smart meter communications and …","http://www.kyrib.com/Papers/NILM2018.pdf","https://scholar.google.com/scholar?q=related:UTTqG-avy4UJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
0,"WH Dambros","Modelagem computacional para a identificação não intrusiva de cargas residenciais utilizando redes neurais artificiais",2020,"","bibliodigital.unijui.edu.br","https://bibliodigital.unijui.edu.br:8443/xmlui/handle/123456789/7020","",408,"2022-05-04 15:31:42","","","","",,,,,0,0.00,0,1,2,"O consumo de energia elétrica residencial no Brasil aumentou cerca de 70% entre os anos de 1998 e 2018. Entre os fatores que contribuíram para isso destacam-se o crescimento …","https://bibliodigital.unijui.edu.br:8443/xmlui/bitstream/handle/123456789/7020/Willian%20Henrique%20Dambros.pdf?sequence=1&isAllowed=y","https://scholar.google.com/scholar?q=related:gloQL0b4VxQJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
7,"H Kazmi, Í Munné-Collado, F Mehmood, ...","Towards data-driven energy communities: A review of open-source datasets, models and tools",2021,"… and Sustainable Energy …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1364032121005773","https://scholar.google.com/scholar?cites=8353735344902310997&as_sdt=2005&sciodt=2007&hl=en",409,"2022-05-04 15:31:42","","","","",,,,,7,7.00,2,4,1,"Energy communities will play a central role in the sustainable energy transition by helping inform and engage end users to become more responsible consumers of energy. However, …","https://lirias.kuleuven.be/retrieve/622636","https://scholar.google.com/scholar?q=related:VQyHRAlu7nMJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
5,"P Morreale, JJ Li, J McAllister, S Mishra, ...","Mobile Persuasive Design for HEMS Adaptation",2015,"Procedia Computer …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1877050915009254","https://scholar.google.com/scholar?cites=16892521609467105700&as_sdt=2005&sciodt=2007&hl=en",410,"2022-05-04 15:31:42","","","","",,,,,5,0.71,1,5,7,"With the global adoption and implementation of smart grid technology, the coherent and steady involvement of consumers is required for the successful use of available technology. …","https://www.sciencedirect.com/science/article/pii/S1877050915009254/pdf?md5=f4bbc41df621ec147403c2989563fcd0&pid=1-s2.0-S1877050915009254-main.pdf","https://scholar.google.com/scholar?q=related:pJHlROdKbuoJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
10,"A Cominola, M Giuliani, A Castelleti, AM Abdallah, ...","Developing a stochastic simulation model for the generation of residential water end-use demand time series",2016,"","scholarsarchive.byu.edu","https://scholarsarchive.byu.edu/iemssconference/2016/Stream-C/46/","https://scholar.google.com/scholar?cites=8348195345330952861&as_sdt=2005&sciodt=2007&hl=en",411,"2022-05-04 15:31:42","","","","",,,,,10,1.67,2,5,6,"Smart metering technologies allow for gathering high resolution water demand data in the residential sector, opening up new opportunities for the development of models describing …","https://scholarsarchive.byu.edu/cgi/viewcontent.cgi?article=1606&context=iemssconference","https://scholar.google.com/scholar?q=related:nVoFmm-_2nMJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
0,"MDK Team, BD Analytics","Advancing biomedical discovery and improving health through mobile sensor Big Data",,"md2k.org","","https://md2k.org/research-agenda/pubs.html","",412,"2022-05-04 15:31:42","HTML","","","",,,,,0,0.00,0,2,,"MD2K - Publications MD2K MD2K MD2K Advancing biomedical discovery and improving health through mobile sensor Big Data Home About MD2K Team News MD2K in the News …","https://md2k.org/research-agenda/pubs.html","https://scholar.google.com/scholar?q=related:p3qDrWULVVsJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
3,"M Kahl, C Goebel, AU Haq, T Kriechbaumer, ...","NoFaRe: A non-intrusive facility resource monitoring system",2015,"DA-CH Conference on …","Springer","https://link.springer.com/chapter/10.1007/978-3-319-25876-8_6","https://scholar.google.com/scholar?cites=1165686802492188202&as_sdt=2005&sciodt=2007&hl=en",413,"2022-05-04 15:31:42","","10.1007/978-3-319-25876-8_6","","",,,,,3,0.43,1,5,7,"The aim of this paper is to present the idea and starting points for an innovative facility resource monitoring system, which will be realized in a recently started research project: NoFaRe. …","https://mediatum.ub.tum.de/doc/1305104/file.pdf#page=59","https://scholar.google.com/scholar?q=related:KmbohfhZLRAJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
11,"MN Meziane, T Picon, P Ravier, ...","A measurement system for creating datasets of on/off-controlled electrical loads",2016,"2016 IEEE 16th …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7555847/","https://scholar.google.com/scholar?cites=14198232382063794708&as_sdt=2005&sciodt=2007&hl=en",414,"2022-05-04 15:31:42","","","","",,,,,11,1.83,3,4,6,"… Rogers, “Dataport and nilmtk: A building data set designed for non-intrusive load monitoring,” 2015. [16] AS Uttama Nambi, A. Reyes Lua, and VR Prasad, “Loced: Location-aware …","","https://scholar.google.com/scholar?q=related:FFpcQyBBCsUJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
0,"R Pérez Rodriguez, LW Hernández González, ...","A model for predicting the specific energy consumption of HSM of AISI 316L using ANN",2021,"","upcommons.upc.edu","https://upcommons.upc.edu/handle/2117/340316","",415,"2022-05-04 15:31:42","","","","",,,,,0,0.00,0,3,1,"This work presents a model for predicting the specific energy consumption (SEC) of HSM of AISI 316L, using an ANN (Artificial Neural Network). The characteristics of material-cutting …","https://upcommons.upc.edu/bitstream/handle/2117/340316/Sinergias%20investigaci%C3%B3n%20STEM.pdf?sequence=1","https://scholar.google.com/scholar?q=related:BxUopC599QEJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
0,"H Wang, M Zhao, C Niu, H Wang","Aggregately Regularized Multi-task Matrix Factorization for Household Energy Breakdown",2019,"International Conference on …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-29551-6_30","",416,"2022-05-04 15:31:42","","10.1007/978-3-030-29551-6_30","","",,,,,0,0.00,0,4,3,"… Dataport and NILMTK: a building data set designed for non-intrusive load monitoring. In: Proceedings of the 2015 IEEE Global Conference on Signal and Information Processing, …","","https://scholar.google.com/scholar?q=related:iNWdPuPgsEYJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
0,"I Fiori, M Mujica, M Esteban","Aprendizaje e inteligencia computacional para la caracterización de consumo eléctrico en hogares.",2019,"","colibri.udelar.edu.uy","https://www.colibri.udelar.edu.uy/jspui/handle/20.500.12008/22908","",417,"2022-05-04 15:31:42","","","","",,,,,0,0.00,0,3,3,"Este proyecto estudia el problema de la desagregación energética en hogares, que busca identificar que electrodomésticos se encuentran encendidos en una red eléctrica a partir de …","https://www.colibri.udelar.edu.uy/jspui/bitstream/20.500.12008/22908/1/FME19.pdf","https://scholar.google.com/scholar?q=related:MbTyECLRbDIJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
4,"A Ruano, K Bot, MG Ruano","Home energy management system in an algarve residence. first results",2020,"Portuguese Conference on Automatic …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-58653-9_32","https://scholar.google.com/scholar?cites=5566794778198492829&as_sdt=2005&sciodt=2007&hl=en",418,"2022-05-04 15:31:42","","10.1007/978-3-030-58653-9_32","","",,,,,4,2.00,1,3,2,"Home Energy Management Systems (HEMS) are becoming progressively more researched and employed to invert the continuously increasing trend in (electrical) energy consumption …","","https://scholar.google.com/scholar?q=related:nUYFTFs6QU0J:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
25,"R Medico, L De Baets, J Gao, S Giri, E Kara, T Dhaene, ...","A voltage and current measurement dataset for plug load appliance identification in households",2020,"Scientific Data","nature.com","https://www.nature.com/articles/s41597-020-0389-7","https://scholar.google.com/scholar?cites=10874555198866799436&as_sdt=2005&sciodt=2007&hl=en",419,"2022-05-04 15:31:42","HTML","","","",,,,,25,12.50,4,7,2,"This paper presents the Plug-Load Appliance Identification Dataset (PLAID), a labelled dataset containing records of the electrical voltage and current of domestic electrical appliances …","https://www.nature.com/articles/s41597-020-0389-7","https://scholar.google.com/scholar?q=related:TDvVZlYu6pYJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
4,"Q Yu, Z Jiang, D Yang, Y Liu, G Long, ...","Research of NILM in Offshore Oil Platform Power System",2020,"… Conference on Power …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9202193/","https://scholar.google.com/scholar?cites=13496655838043622468&as_sdt=2005&sciodt=2007&hl=en",420,"2022-05-04 15:31:42","","","","",,,,,4,2.00,1,6,2,"… Nilmtk : an open source toolkit for non-intrusive load monitoring [C] .Proceedings of the 5th international conference on Future energy systems. [ Sl ]: ACM, 2014 : 265-276. …","","https://scholar.google.com/scholar?q=related:RMxK8vnATbsJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
10,"AA Imayakumar, A Dubey, ...","Anomaly detection for primary distribution system measurements using principal component analysis",2020,"2020 IEEE Texas Power …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9042509/","https://scholar.google.com/scholar?cites=15000512120007808172&as_sdt=2005&sciodt=2007&hl=en",421,"2022-05-04 15:31:42","","","","",,,,,10,5.00,3,3,2,"The sensor measurements in power distribution systems can be potentially anomalous due to sensor malfunctions, communication failure, and cyberattacks. In this paper, a data-driven …","","https://scholar.google.com/scholar?q=related:rNQBCkyGLNAJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
0,"PA Roosli, M Asmussen, MD Sobanko","System for measuring energy conservation effectiveness",2019,"US Patent 10,288,651","Google Patents","https://patents.google.com/patent/US10288651B2/en","",422,"2022-05-04 15:31:42","","","","",,,,,0,0.00,0,3,3,"An observed space having energy consuming devices with conservation mechanisms, algorithms, techniques, or applications. The devices having their conservation applications …","","https://scholar.google.com/scholar?q=related:lFx7elwlrNkJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
0,"C Mariño, E Masquil, F Marchesoni, ...","NILM: Multivariate DNN performance analysis with high frequency features",2021,"2021 IEEE PES …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9543016/","",423,"2022-05-04 15:31:42","","","","",,,,,0,0.00,0,4,1,"In recent years we have seen deep neural networks (DNNs) appear in almost every signal processing problem. Non Intrusive Load Monitoring (NILM) was not an exception. A detailed …","https://www.colibri.udelar.edu.uy/jspui/bitstream/20.500.12008/29820/6/MMMFM21.pdf","https://scholar.google.com/scholar?q=related:hh2AB0VhbloJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
3,"H Cao, S Liu, R Zhao, H Gu, J Bao, ...","A privacy preserving model for energy Internet base on differential privacy",2017,"2017 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7926875/","https://scholar.google.com/scholar?cites=7671340898150978090&as_sdt=2005&sciodt=2007&hl=en",424,"2022-05-04 15:31:42","","","","",,,,,3,0.60,1,6,5,"Comparing with the traditional grid, energy internet will collect data widely and connect more broader. The analysis of electrical data use of Non-intrusive Load Monitoring (NILM) can …","","https://scholar.google.com/scholar?q=related:KhI3AecTdmoJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
0,"C Green, S Garimella","Non-Intrusive Load Monitoring of Water Heaters Using Low-Resolution Data",2020,"Proceedings of the 5th International Workshop on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3427771.3427853","",425,"2022-05-04 15:31:42","","10.1145/3427771.3427853","","",,,,,0,0.00,0,2,2,"Electric water heaters consume approximately 19% of the total energy in residential buildings and may be used as virtual batteries to provide a variety of ancillary services for the …","http://nilmworkshop.org/2020/proceedings/nilm20-final66.pdf","https://scholar.google.com/scholar?q=related:Ut8oYU-ISqcJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
0,"X Chen","Unsupervised Anomaly Detection by Analyzing Power Consumption of Individual Households",,"raymundo1.github.io","","https://raymundo1.github.io/public/697_Project_Report.pdf","",426,"2022-05-04 15:31:42","PDF","","","",,,,,0,0.00,0,1,,"… “Dataport and NILMTK: A building data set designed for non-intrusive load monitoring”. In: 2015 IEEE Global Conference on Signal and Information Processing (GlobalSIP). Dec. …","https://raymundo1.github.io/public/697_Project_Report.pdf","https://scholar.google.com/scholar?q=related:6W8_2EGsbSAJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
0,"DM Jiménez Bravo","Multi-agent platform for the management, storage and computing of information in smart-homes with different computing techniques",2020,"","gredos.usal.es","https://gredos.usal.es/handle/10366/145286","",427,"2022-05-04 15:31:42","","","","",,,,,0,0.00,0,1,2,"The European Union Establishes that for the next few years, a cleaner and more efficient energy system should be used. In order to achieve this, this work proposes an energy …","https://gredos.usal.es/bitstream/handle/10366/145286/Jimenez%20Bravo,%20Diego%20Manuel.pdf?sequence=1","https://scholar.google.com/scholar?q=related:2MTSkYP7nsIJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
10,"RP Singh, C Shen, A Phanishayee, A Kansal, ...","A case for ending monolithic apps for connected devices",2015,"15th Workshop on Hot …","usenix.org","https://www.usenix.org/conference/hotos15/workshop-program/presentation/singh","https://scholar.google.com/scholar?cites=11139646669496837876&as_sdt=2005&sciodt=2007&hl=en",428,"2022-05-04 15:31:42","","","","",,,,,10,1.43,2,5,7,"Applications using connected devices are difficult to develop today because they are constructed as monolithic silos, tightly coupled to sensing devices, and must implement all data …","https://www.usenix.org/system/files/conference/hotos15/hotos15-paper-singh.pdf","https://scholar.google.com/scholar?q=related:9Oa4IqD5l5oJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
12,"D Mashima, A Serikova, Y Cheng, B Chen","Towards quantitative evaluation of privacy protection schemes for electricity usage data sharing",2018,"ICT Express","Elsevier","https://www.sciencedirect.com/science/article/pii/S2405959517303582","https://scholar.google.com/scholar?cites=4342557715609338381&as_sdt=2005&sciodt=2007&hl=en",429,"2022-05-04 15:31:42","HTML","","","",,,,,12,3.00,3,4,4,"Thanks to the roll-out of smart meters, availability of fine-grained electricity usage data has rapidly grown. Such data has enabled utility companies to perform robust and efficient grid …","https://www.sciencedirect.com/science/article/pii/S2405959517303582","https://scholar.google.com/scholar?q=related:DcKGBzzdQzwJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
45,"M Zhong, N Goddard, C Sutton","Latent Bayesian melding for integrating individual and population models",2015,"Advances in neural …","proceedings.neurips.cc","https://proceedings.neurips.cc/paper/2015/hash/312351bff07989769097660a56395065-Abstract.html","https://scholar.google.com/scholar?cites=4014759895059638148&as_sdt=2005&sciodt=2007&hl=en",430,"2022-05-04 15:31:42","","","","",,,,,45,6.43,15,3,7,"… Nilmtk: An open source toolkit for non-intrusive load monitoring. In Proceedings of the 5th International Conference on Future Energy Systems, pages 265–276, New York, NY, USA, …","https://proceedings.neurips.cc/paper/2015/file/312351bff07989769097660a56395065-Paper.pdf","https://scholar.google.com/scholar?q=related:hKeDe9pKtzcJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
0,"A Sagarwala","Author Declaration",2015,"","scholar.archive.org","https://scholar.archive.org/work/twfiv6ca2rg7ripwefzkuep47u/access/wayback/https://s3.ca-central-1.amazonaws.com/pstorage-ryerson-5010877717/28122042/Sagarwala_Ahmed_Raza.pdf","",431,"2022-05-04 15:31:42","PDF","","","",,,,,0,0.00,0,1,7,"This paper explores existing electrical disaggregation workflows and how they can be augmented with context awareness through datasets. The goal of energy disaggregation is to …","https://scholar.archive.org/work/twfiv6ca2rg7ripwefzkuep47u/access/wayback/https://s3.ca-central-1.amazonaws.com/pstorage-ryerson-5010877717/28122042/Sagarwala_Ahmed_Raza.pdf","https://scholar.google.com/scholar?q=related:_RFAS6OL7ekJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
0,"Z Lv, L Wei, Y Chen, Y Liu, C Li, ...","Differential Privacy Algorithm for Integrated Energy System Based on Improved K-means",2021,"2021 6th International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9635361/","",432,"2022-05-04 15:31:42","","","","",,,,,0,0.00,0,6,1,"This paper studies the privacy protection method of k-means clustering integrated energy system based on improved differential privacy protection. Firstly, it introduces the research …","","https://scholar.google.com/scholar?q=related:t2iPBal4OGEJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
0,"C Hui, L Shubo, Z Renfang, G Haomin, B Jie, Z Lin","A Privacy Preserving Model for Energy Internet base on Differential Privacy",,"researchgate.net","","https://www.researchgate.net/profile/Cao-Hui-2/publication/316947478_A_Privacy_Preserving_Model_for_Energy_Internet_Base_on_Differential_Privacy/links/5c665715a6fdccb608c3cb40/A-Privacy-Preserving-Model-for-Energy-Internet-Base-on-Differential-Privacy.pdf","",433,"2022-05-04 15:31:42","PDF","","","",,,,,0,0.00,0,6,,"Comparing with the traditional grid, energy internet will collect data widely and connect more broader. The analysis of electrical data use of Non-intrusive Load Monitoring (NILM) can …","https://www.researchgate.net/profile/Cao-Hui-2/publication/316947478_A_Privacy_Preserving_Model_for_Energy_Internet_Base_on_Differential_Privacy/links/5c665715a6fdccb608c3cb40/A-Privacy-Preserving-Model-for-Energy-Internet-Base-on-Differential-Privacy.pdf","https://scholar.google.com/scholar?q=related:14SOOmL_DI4J:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
3,"M Maier, M Bremer, S Schramm","Load profile modeling using high-frequency appliance measurements for nonintrusive load monitoring",2020,"2020 IEEE 8th International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9181962/","https://scholar.google.com/scholar?cites=18232121334225109437&as_sdt=2005&sciodt=2007&hl=en",434,"2022-05-04 15:31:42","","","","",,,,,3,1.50,1,3,2,"Many load disaggregation algorithms have been presented, capable of identifying individual appliances' operation within a buildings' electrical load profile. Publicly available datasets …","","https://scholar.google.com/scholar?q=related:vQFPbMGBBf0J:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
0,"IM Chatzigeorgiou, C Diou, A Stefanidi, ...","Achieving engagement of residential electrical energy consumers through real-time feedback: The eeRIS vision",2020,"… on Environment and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9160685/","",435,"2022-05-04 15:31:42","","","","",,,,,0,0.00,0,4,2,"It has become common knowledge over the last years that energy efficiency cannot be achieved without behavioral change in human energy consuming habits. Substantial research …","","https://scholar.google.com/scholar?q=related:0rBAOd2BFv0J:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
0,"A DELISTAMATIS, M ALBU","Soluție simplă pentru monitorizarea neintruzivă a sarcinii",,"e nergetica","","","",436,"2022-05-04 15:31:42","CITATION","","","",,,,,0,0.00,0,2,,"","","https://scholar.google.com/scholar?q=related:nLqpyAlobjcJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
4,"N Roux, B Vrigneau, O Sentieys","Improving nilm by combining sensor data and linear programming",2019,"2019 IEEE Sensors …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8706021/","https://scholar.google.com/scholar?cites=15702157953075743017&as_sdt=2005&sciodt=2007&hl=en",437,"2022-05-04 15:31:42","","","","",,,,,4,1.33,1,3,3,"Knowing the plug-level power consumption of each appliance in a building can lead to drastic savings in energy consumption. Non-Intrusive Load Monitoring (NILM) is a method for …","https://hal.inria.fr/hal-02394920/file/SAS19Roux.pdf","https://scholar.google.com/scholar?q=related:KYkn-HZF6dkJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
0,"D Precioso, D Gómez-Ullate","Non-Intrusive Load Monitoring using Multi-Output CNNs",2021,"2021 IEEE Madrid PowerTech","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9494943/","",438,"2022-05-04 15:31:42","","","","",,,,,0,0.00,0,2,1,"Non-Intrusive Load Monitoring (NILM) is generally framed as a supervised learning problem whose input is the time series for aggregated power load of a household and whose output …","","https://scholar.google.com/scholar?q=related:4YsCdwLI6DcJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
